player_name,mlbam_id,launch_speed,launch_angle
"Guerrero Jr., Vladimir",665489,110.4,5.0
"Guerrero Jr., Vladimir",665489,108.4,1.0
"Guerrero Jr., Vladimir",665489,81.0,3.0
"Guerrero Jr., Vladimir",665489,107.2,24.0
"Guerrero Jr., Vladimir",665489,103.0,-8.0
"Guerrero Jr., Vladimir",665489,105.4,2.0
"Guerrero Jr., Vladimir",665489,101.8,12.0
"Guerrero Jr., Vladimir",665489,94.9,32.0
"Guerrero Jr., Vladimir",665489,103.0,21.0
"Guerrero Jr., Vladimir",665489,90.1,-16.0
"Guerrero Jr., Vladimir",665489,103.5,-28.0
"Guerrero Jr., Vladimir",665489,105.1,-8.0
"Guerrero Jr., Vladimir",665489,94.6,6.0
"Guerrero Jr., Vladimir",665489,103.0,19.0
"Guerrero Jr., Vladimir",665489,94.3,-4.0
"Guerrero Jr., Vladimir",665489,96.0,4.0
"Guerrero Jr., Vladimir",665489,117.0,2.0
"Guerrero Jr., Vladimir",665489,75.6,-4.0
"Guerrero Jr., Vladimir",665489,99.4,14.0
"Guerrero Jr., Vladimir",665489,100.1,13.0
"Guerrero Jr., Vladimir",665489,108.4,11.0
"Guerrero Jr., Vladimir",665489,100.5,23.0
"Guerrero Jr., Vladimir",665489,93.8,14.0
"Guerrero Jr., Vladimir",665489,105.0,13.0
"Guerrero Jr., Vladimir",665489,112.2,1.0
"Guerrero Jr., Vladimir",665489,110.2,8.0
"Guerrero Jr., Vladimir",665489,107.5,2.0
"Guerrero Jr., Vladimir",665489,84.7,19.0
"Guerrero Jr., Vladimir",665489,104.4,20.0
"Guerrero Jr., Vladimir",665489,113.8,13.0
"Guerrero Jr., Vladimir",665489,112.4,3.0
"Guerrero Jr., Vladimir",665489,90.9,-9.0
"Guerrero Jr., Vladimir",665489,114.5,1.0
"Guerrero Jr., Vladimir",665489,103.7,12.0
"Guerrero Jr., Vladimir",665489,98.4,17.0
"Guerrero Jr., Vladimir",665489,103.7,4.0
"Guerrero Jr., Vladimir",665489,96.0,-3.0
"Guerrero Jr., Vladimir",665489,99.2,10.0
"Guerrero Jr., Vladimir",665489,116.4,6.0
"Guerrero Jr., Vladimir",665489,114.2,12.0
"Guerrero Jr., Vladimir",665489,40.2,-53.0
"Guerrero Jr., Vladimir",665489,115.3,12.0
"Guerrero Jr., Vladimir",665489,113.5,8.0
"Guerrero Jr., Vladimir",665489,106.2,1.0
"Guerrero Jr., Vladimir",665489,95.3,-6.0
"Guerrero Jr., Vladimir",665489,83.1,29.0
"Guerrero Jr., Vladimir",665489,115.1,9.0
"Guerrero Jr., Vladimir",665489,85.0,21.0
"Guerrero Jr., Vladimir",665489,113.8,15.0
"Guerrero Jr., Vladimir",665489,112.2,11.0
"Guerrero Jr., Vladimir",665489,112.4,8.0
"Guerrero Jr., Vladimir",665489,113.3,-10.0
"Guerrero Jr., Vladimir",665489,117.6,13.0
"Guerrero Jr., Vladimir",665489,101.4,-1.0
"Guerrero Jr., Vladimir",665489,75.8,18.0
"Guerrero Jr., Vladimir",665489,66.5,23.0
"Guerrero Jr., Vladimir",665489,106.0,15.0
"Guerrero Jr., Vladimir",665489,74.7,0.0
"Guerrero Jr., Vladimir",665489,67.1,34.0
"Guerrero Jr., Vladimir",665489,75.4,6.0
"Guerrero Jr., Vladimir",665489,104.2,-1.0
"Guerrero Jr., Vladimir",665489,97.5,4.0
"Guerrero Jr., Vladimir",665489,106.9,9.0
"Guerrero Jr., Vladimir",665489,105.3,7.0
"Guerrero Jr., Vladimir",665489,98.0,13.0
"Guerrero Jr., Vladimir",665489,81.8,-52.0
"Guerrero Jr., Vladimir",665489,111.7,8.0
"Guerrero Jr., Vladimir",665489,109.4,8.0
"Guerrero Jr., Vladimir",665489,77.4,45.0
"Guerrero Jr., Vladimir",665489,109.8,4.0
"Guerrero Jr., Vladimir",665489,83.3,19.0
"Guerrero Jr., Vladimir",665489,101.8,11.0
"Guerrero Jr., Vladimir",665489,74.9,5.0
"Guerrero Jr., Vladimir",665489,67.7,31.0
"Guerrero Jr., Vladimir",665489,74.5,11.0
"Ohtani, Shohei",660271,110.8,14.0
"Ohtani, Shohei",660271,108.2,3.0
"Ohtani, Shohei",660271,111.3,18.0
"Ohtani, Shohei",660271,96.7,-10.0
"Ohtani, Shohei",660271,111.8,13.0
"Ohtani, Shohei",660271,102.7,7.0
"Ohtani, Shohei",660271,102.8,5.0
"Ohtani, Shohei",660271,88.3,-8.0
"Ohtani, Shohei",660271,78.0,43.0
"Ohtani, Shohei",660271,116.8,21.0
"Ohtani, Shohei",660271,108.6,1.0
"Ohtani, Shohei",660271,110.4,21.0
"Ohtani, Shohei",660271,105.9,-12.0
"Ohtani, Shohei",660271,88.2,-1.0
"Ohtani, Shohei",660271,91.4,17.0
"Ohtani, Shohei",660271,87.0,24.0
"Ohtani, Shohei",660271,87.6,9.0
"Ohtani, Shohei",660271,92.3,-1.0
"Ohtani, Shohei",660271,97.1,12.0
"Ohtani, Shohei",660271,105.1,15.0
"Ohtani, Shohei",660271,114.6,20.0
"Ohtani, Shohei",660271,77.1,20.0
"Ohtani, Shohei",660271,114.4,14.0
"Ohtani, Shohei",660271,84.9,25.0
"Ohtani, Shohei",660271,111.6,1.0
"Ohtani, Shohei",660271,99.8,20.0
"Ohtani, Shohei",660271,96.5,17.0
